date,open,high,low,close,volume
1999-03-10,18.63808173434925,18.649474204847017,18.3304850309095,18.61529679335371,5232000
1999-03-11,18.934026533306906,19.043305544282855,18.519916596976984,18.888014318159136,9688600
1999-03-12,17.878493754224728,17.889421928891124,17.364869544904092,17.506935815567246,8743600
1999-03-15,18.622077301239898,19.037439620226664,18.425933983940595,19.01436393583851,6369000
1999-03-16,19.41611396026307,19.580359033038704,19.204941723837244,19.498236496650886,4905800
1999-03-17,19.213885385569142,19.237006787958517,19.017353465259472,19.075156971232904,3965000
1999-03-18,19.776259822370047,20.196265340442228,19.770259743540446,20.184265182783022,4848400
1999-03-19,19.3745360687598,19.3745360687598,18.62411389708248,18.635483929986684,7160400
1999-03-22,18.251973896097052,18.29632863217505,17.91931337551205,17.95257942757055,5024800
1999-03-23,16.549127822756297,16.610801591039863,16.024900792346006,16.055737676487787,10962400
1999-03-24,17.262310787640338,17.700440503062683,16.999432958386933,17.689487260177124,8447000
1999-03-25,19.228896530430664,19.627544385329838,19.102853458661073,19.627544385329838,8133800
1999-03-26,19.039536265626253,19.25745866866655,18.91337066386608,18.99365786498619,8256200
1999-03-29,20.5666197496787,21.06974111587012,20.443907221339327,21.057469863036186,5113800
1999-03-30,20.735890452049496,20.90526178596355,20.53022526086814,20.614910927825168,4940600
1999-03-31,20.32885984784034,20.352334281844776,19.648101261711737,19.706787346722823,8256600
1999-04-01,21.109478081439008,21.133910347736972,20.59640048918181,20.938452217353277,8715800
1999-04-05,22.76226350739667,23.242535178932098,22.62177587558699,23.209863636650777,5697200
1999-04-06,23.27405170720209,23.60204003453019,23.077258710805232,23.346209139214274,7522400
1999-04-07,23.066713292324692,23.118086818588225,22.129146438015283,22.617194937518814,11923600
1999-04-08,22.9339908134013,23.266651089704908,22.464352776266807,23.15576433093704,7952400
1999-04-09,23.40051302963424,23.63821575792624,23.33448449399758,23.585392929416905,4946800
1999-04-12,22.718301863939306,23.26541693176353,22.692248765471483,23.10909834095661,10934000
1999-04-13,22.61372193218451,22.664396939315456,21.992953094830426,22.170315619788735,9962200
1999-04-14,20.854137986609263,20.877675388400018,19.77435967945836,19.889104513188293,21253800
1999-04-15,20.494962094605643,20.73362689494082,19.769904473334215,20.700395087299214,17650600
1999-04-16,19.40940039777566,19.40940039777566,18.784756148578666,18.886970662083627,17274000
1999-04-19,17.139944794815325,17.283289613887852,16.057179465035325,16.228681302139957,19460600
1999-04-20,16.87405961865463,17.47288556202894,16.713659812393654,17.33387239660276,17413600
1999-04-21,19.139195479028736,19.91131461204579,18.881822434689717,19.899615837303106,10940400
1999-04-22,21.143863884957444,21.574868681680513,21.005326628867888,21.513296567862934,13630600
1999-04-23,21.957892708370547,22.526422726711555,21.730480701034146,22.362180721413043,7064400
1999-04-26,23.526281628051258,24.080773114234287,23.450369103157154,23.90584425252178,5421000
1999-04-27,23.330281404068415,23.44539792415428,22.514872720126878,22.805861701455033,16482800
1999-04-28,21.01096475415222,21.082268933182146,20.37219815034244,20.464299381589434,7676800
1999-04-29,20.034531204750884,20.151418784708593,19.54360336892852,19.96439865677626,19148200
1999-04-30,20.503267933140517,20.60980916373998,19.627262259322734,20.349375044496853,15295200
1999-05-03,20.075835638620852,20.157825632477532,19.692239595934254,20.028984213559895,11109800
1999-05-04,19.419585616823316,19.725673656317905,18.966121854609113,19.079487795162663,15428400
1999-05-05,20.213115532859458,20.81326741922702,19.600960608764545,20.81326741922702,12642600
1999-05-06,19.065490772382343,19.231953148159842,18.36634879411687,18.543908661612864,15173400
1999-05-07,19.23952688859428,19.399285712105737,18.828718485279097,19.342228989423074,16430400
1999-05-10,19.853653114725898,20.05731016601998,19.620902198961232,19.923478389455298,10604200
1999-05-11,20.709388186618803,20.973354895834103,20.589403318793664,20.86536851479148,8800800
1999-05-12,21.810845697218983,22.235326952917582,21.174123813671095,22.160418496029592,12507400
1999-05-13,21.488122188061915,21.52415593125039,20.82750356293983,20.92359354477577,9864000
1999-05-14,19.722144310393077,19.95308276836021,19.583581235612797,19.733691233291434,12205400
1999-05-17,20.251224426186372,20.86091300100072,20.05098357073264,20.798150941828656,9906800
1999-05-18,20.59050406576839,20.708976471210097,20.282475811619953,20.519420622503365,9267800
1999-05-19,21.164747468027414,21.383819034688997,20.83614011803504,21.371648392096688,7985600
1999-05-20,20.2062292407051,20.2062292407051,19.577565481120722,19.609142199638658,5997200
1999-05-21,19.302490513274982,19.358831699828617,18.964443393953175,19.065857529749717,10958600
1999-05-24,18.102822194148033,18.13486258741201,17.494054722132436,17.611536164100357,9569800
1999-05-25,16.39843139715409,16.63738850312355,15.810995178312508,15.880691000886934,17771200
1999-05-26,16.962619470090882,17.277519584015835,16.437785946882624,17.20929122599876,26772000
1999-05-27,17.109022197333132,17.410237376863645,16.88900415315432,17.161407445947134,23334800
1999-05-28,17.82552174043848,18.106749631974523,17.59837613573629,18.009401515673584,12969800
1999-06-01,17.159124850337133,17.24171991580205,16.715176373463184,16.80809582211122,6960200
1999-06-02,17.355214205009585,17.749893323377965,16.920533824644412,17.65922379618523,11996600
1999-06-03,17.27947260356988,17.27947260356988,16.80294038548582,16.906534345938876,11147800
1999-06-04,18.042759647385832,18.522912162332993,18.042759647385832,18.459806403225652,12987200
1999-06-07,19.345916353495745,19.734262423469975,19.303084066366235,19.611476533698713,11491800
1999-06-08,18.646537960917495,18.7332156504511,18.04250281198016,18.137306534907545,8134800
1999-06-09,18.800540967060503,19.099894818768167,18.789350168865827,19.04673852734344,8384400
1999-06-10,18.407755257728653,18.517064968285236,18.170006637268084,18.391358801145167,9392400
1999-06-11,17.946428392551727,17.964968091304364,17.395534486759107,17.554446190353133,16567600
1999-06-14,16.940030732834504,16.940030732834504,16.522387160948625,16.56058626813331,14136800
1999-06-15,17.088693882758736,17.403257967116925,17.038887902735354,17.301024639700515,9147800
1999-06-16,19.462757417262676,19.966303033469206,19.439738189093234,19.966303033469206,15060200
1999-06-17,20.136234150380947,20.724325101034598,20.136234150380947,20.63023054893001,16278200
1999-06-18,20.6269001131003,20.97107738771475,20.59129556745053,20.911736478298465,5392800
1999-06-21,22.277361605576523,22.801645623069653,22.239688502523123,22.789087922051856,10565200
1999-06-22,21.243767077872683,21.51461333219146,20.725626417436764,20.725626417436764,10862800
1999-06-23,21.37131146008689,21.756790306192705,21.23472446737223,21.705190775611612,9607000
1999-06-24,20.816139621114857,20.827788272273846,20.315247621278292,20.41134899333996,14988800
1999-06-25,20.49460673153916,20.657262340519633,20.146058998009586,20.331951122558692,8635600
1999-06-28,21.455521016608955,21.808047990819528,21.27925752950367,21.777657734422064,7666200
1999-06-29,22.345735362328025,22.757695846661445,22.233382502964364,22.670310289378598,9000400
1999-06-30,23.380446950801847,24.66989258789049,23.103907487486076,23.71808234205947,19467600
1999-07-01,24.11479681673687,24.336392246944726,23.697676006933854,24.19952448122811,6822600
1999-07-02,24.796931505302712,25.144302313027858,24.796931505302712,25.117581481664384,3302000
1999-07-06,24.925801225738642,25.176378063457708,24.503777078001267,24.635659624169197,8794800
1999-07-07,24.700504986949593,24.859265597470962,24.528514325551445,24.753425190456717,10520000
1999-07-08,25.40528453017715,25.84997884784861,25.283078458145297,25.744745841376737,11225000
1999-07-09,26.35157844465548,26.545441869892045,26.15771501941892,26.517747094858247,4206800
1999-07-12,26.334251009422353,26.471265842978138,25.950609475466145,26.101325792377512,7816200
1999-07-13,25.73040176322519,25.825397972266636,25.526838458136382,25.73040176322519,6230000
1999-07-14,26.856592707998782,27.095006324727752,26.477935787311594,27.04241508574342,6909400
1999-07-15,27.631115116590728,27.78819122319667,27.477608921498557,27.78819122319667,6539800
1999-07-16,28.311049958426125,28.718193974263787,28.300144315144763,28.558244539470422,4913800
1999-07-19,28.083467536833265,28.083467536833265,27.57434787940842,27.68471647647255,6833000
1999-07-20,25.15067545612201,25.18669386909133,24.413935190840476,24.479423214421058,14837400
1999-07-21,24.766022459002727,25.047003760259432,24.56768271693917,24.832135706357246,10980400
1999-07-22,23.5354674828681,23.5354674828681,22.871260999059793,22.937055037550238,15148400
1999-07-23,23.17784360342929,23.27525590707711,22.800763718340963,23.039580978896904,12115000
1999-07-26,21.58057612761971,21.81929931487214,21.306044462279417,21.341852940367282,10720000
1999-07-27,22.630153597550517,22.977546306284847,22.43784691950116,22.630153597550517,13732800
1999-07-28,23.78279160771183,24.091993665450225,23.47681040474154,23.959938619957786,10161800
1999-07-29,22.484288434146332,22.669090804837943,22.200924799085858,22.422687643915793,13033800
1999-07-30,22.29655112349154,22.540495884142434,22.05565567234878,22.08919807693828,10947400
1999-08-02,22.002440695815686,22.43909332263452,21.820502101307838,21.905406778744833,9642400
1999-08-03,21.913927287777568,21.916919767265178,21.16281493638713,21.477025282586318,13005000
1999-08-04,20.683802999370926,20.839428659391274,20.291856892653016,20.309148632655276,13227600
1999-08-05,20.946825776283244,21.276720450115175,20.447525729402486,21.276720450115175,18695200
1999-08-06,20.66497015454155,21.048731558649525,20.444016618843015,20.589380787065735,12392200
1999-08-09,20.126200063690664,20.18282977686931,19.755275442370536,19.794916241595587,7983400
1999-08-10,19.381334002298686,19.523107960146824,18.836477223117598,19.259019215135584,16767200
1999-08-11,20.852212281283045,21.195215205932623,20.53877857427567,21.15973214476198,13101400
1999-08-12,20.737085491327328,20.87564062824043,20.36760512622573,20.41379017186343,12715000
1999-08-13,22.579823098572856,23.10522618452303,22.542294306719274,23.08020698995397,14342600
1999-08-16,23.432742496767016,23.71230883891933,23.280251764683932,23.63288658262606,11470600
1999-08-17,24.074460554954133,24.100126291153444,23.548312962868245,23.98463047825654,11408400
1999-08-18,23.325744278242897,23.614180901038377,23.087470546368372,23.17525560548004,7035200
1999-08-19,22.407884525829342,22.566979282156915,22.202897051330357,22.346694234934123,10157800
1999-08-20,23.06981612453998,23.410562861609222,22.943613629329146,23.410562861609222,6920800
1999-08-23,25.080755233741613,25.643464485780687,25.02381441657099,25.643464485780687,9652000
1999-08-24,25.798404594514043,26.450153763217557,25.74748669070908,26.16501350190977,13891400
1999-08-25,27.423976899425387,27.947281254906947,27.12696631928721,27.834134367235258,11352000
1999-08-26,26.890999976982343,26.986648859014295,26.402507472319176,26.443499850332866,9753000
1999-08-27,26.10527977896327,26.108627038840048,25.586454498063247,25.653399695598733,9635400
1999-08-30,25.023122739818053,25.101157426116863,24.502891497825992,24.567920403075,10141600
1999-08-31,25.280028140489115,25.545853883291315,24.7217940806045,25.386358437609996,14590400
1999-09-01,25.910075626729114,26.15272982094406,25.74830616391915,25.933667006722235,10752000
1999-09-02,25.27152842030306,25.793556814578388,25.21798704653123,25.659703380148816,14583200
1999-09-03,28.711992204424664,29.203386594333043,28.610073367999224,29.19246671900175,14195400
1999-09-07,28.870390603973647,29.158950230200265,28.754966753482996,28.79825069741699,9009000
1999-09-08,27.83897468192637,28.11960950734901,27.40399070252127,27.628498562859384,14303400
